sr_no,category,procedure_name,non_nabh_rate,nabh_rate,notes
735,OBSTETRICS & GYNAECOLOGY,Ureterolithotomy-Lap/Endoscopic,10000.0,11500.0,
736,OBSTETRICS & GYNAECOLOGY,Nephroureterectomy open,16100.0,18515.0,
737,OBSTETRICS & GYNAECOLOGY,Nephroureterectomy -Lap/Endoscopic,16100.0,18515.0,
738,OBSTETRICS & GYNAECOLOGY,Operations for Ureter for -Double Ureters,19000.0,21850.0,
739,OBSTETRICS & GYNAECOLOGY,Operations for Ureter -for Ectopia of Single Ureter,18000.0,20700.0,
740,OBSTETRICS & GYNAECOLOGY,Operations for Vesicoureteric Reflux (VUR) -Open,18000.0,20700.0,
741,OBSTETRICS & GYNAECOLOGY,Operations for Vesicoureteric Reflux (VUR)Lap/Endoscopic,18000.0,20700.0,
742,OBSTETRICS & GYNAECOLOGY,Operations for Vesicoureteric Reflux (VUR)/ Urinary incontinence with bulking agents,20700.0,23805.0,
743,OBSTETRICS & GYNAECOLOGY,Ureterostomy - Cutaneous,,,
744,OBSTETRICS & GYNAECOLOGY,Uretero-Colic anastomosis,16000.0,18400.0,
745,OBSTETRICS & GYNAECOLOGY,Formation of an Ileal Conduit,17250.0,19838.0,
746,OBSTETRICS & GYNAECOLOGY,Ureteric Catheterisation,8278.0,10950.0,
747,OBSTETRICS & GYNAECOLOGY,Biopsy of Bladder (Cystoscopic),2300.0,2645.0,
748,OBSTETRICS & GYNAECOLOGY,Cysto-Litholapaxy,10925.0,12564.0,
749,OBSTETRICS & GYNAECOLOGY,Operations for Injuries of the Bladder,10000.0,11500.0,
750,OBSTETRICS & GYNAECOLOGY,Suprapubic Drainage (Cystostomy/vesicostomy),6000.0,6900.0,
751,OBSTETRICS & GYNAECOLOGY,Simple Cystectomy,17250.0,19838.0,
752,OBSTETRICS & GYNAECOLOGY,Diverticulectomy -open,16000.0,18400.0,
753,OBSTETRICS & GYNAECOLOGY,Diverticulectomy- Lap/Endoscopic,18400.0,21160.0,
754,OBSTETRICS & GYNAECOLOGY,Diverticulectomy -Endoscopic incision of neck,1725.0,1984.0,
755,OBSTETRICS & GYNAECOLOGY,Augmentation Cystoplasty,6670.0,7671.0,
756,OBSTETRICS & GYNAECOLOGY,Operations for Exstrophy of the Bladder- Single stage repair,22300.0,25645.0,
757,OBSTETRICS & GYNAECOLOGY,Operations for Exstrophy of the Bladder- Multistage repair,20815.0,23937.0,
758,OBSTETRICS & GYNAECOLOGY,Operations for Exstrophy of the Bladder- simple cystectomy with urinary diversion,22500.0,25875.0,
759,OBSTETRICS & GYNAECOLOGY,Repair of Ureterocoel -Open,13800.0,15870.0,
760,OBSTETRICS & GYNAECOLOGY,Repair of Ureterocoel -Lap/Endoscopic,14375.0,16531.0,
761,OBSTETRICS & GYNAECOLOGY,Repair of Ureterocoel -Endoscopic incision,13000.0,14950.0,
762,OBSTETRICS & GYNAECOLOGY,Open Suprapubic Prostatectomy,20700.0,23805.0,
763,OBSTETRICS & GYNAECOLOGY,Open Retropubic Prostatectomy,20125.0,23144.0,
764,OBSTETRICS & GYNAECOLOGY,Transurethral Resection of Prostate (TURP),18630.0,21425.0,
765,OBSTETRICS & GYNAECOLOGY,Urethroscopy/ Cystopanendoscopy,4600.0,5290.0,
766,OBSTETRICS & GYNAECOLOGY,Internal urethrotomy -optical,5750.0,6613.0,
767,OBSTETRICS & GYNAECOLOGY,Internal urethrotomy -Core through urethroplasty,11040.0,12696.0,
768,OBSTETRICS & GYNAECOLOGY,Urethral Reconstruction -End to end ansatamosis,3450.0,3968.0,
769,OBSTETRICS & GYNAECOLOGY,Urethral Reconstruction - substitution urethroplasty (Transpubic urethroplasty),19550.0,22483.0,
770,OBSTETRICS & GYNAECOLOGY,Abdomino Perineal urethroplasty,14000.0,16100.0,
771,OBSTETRICS & GYNAECOLOGY,Posterior Urethral Valve fulguration.,11270.0,12961.0,
772,OBSTETRICS & GYNAECOLOGY,Operations for Incontinence of Urine - Male -Open,17250.0,19838.0,
773,OBSTETRICS & GYNAECOLOGY,Operations for Incontinence of Urine - Male -Sling,18400.0,21160.0,
774,OBSTETRICS & GYNAECOLOGY,Operations for Incontinence of Urine - MaleBulking agent,19435.0,22350.0,
775,OBSTETRICS & GYNAECOLOGY,Operations for Incontinence of Urine - Female Open,17250.0,19838.0,
776,OBSTETRICS & GYNAECOLOGY,Operations for Incontinence of Urine - FemaleSling,18400.0,21160.0,
777,OBSTETRICS & GYNAECOLOGY,Operations for Incontinence of Urine - FemaleBulking agent,19435.0,22350.0,
778,OBSTETRICS & GYNAECOLOGY,Reduction of Paraphimosis,1725.0,1984.0,
779,OBSTETRICS & GYNAECOLOGY,Circumcision,3000.0,3450.0,
780,OBSTETRICS & GYNAECOLOGY,Meatotomy,2346.0,2698.0,
781,OBSTETRICS & GYNAECOLOGY,Meatoplasty,3220.0,3703.0,
782,OBSTETRICS & GYNAECOLOGY,Operations for Hypospadias + Chordee Correction,10580.0,12167.0,
783,OBSTETRICS & GYNAECOLOGY,Operations for Hypospadias - Second Stage,15000.0,17250.0,
784,OBSTETRICS & GYNAECOLOGY,Operations for Hypospadias - One Stage Repair,9200.0,10580.0,
785,OBSTETRICS & GYNAECOLOGY,Operations for Crippled Hypospadias,11500.0,13225.0,
786,OBSTETRICS & GYNAECOLOGY,Operations for Epispadias _primary repair,12593.0,14482.0,
787,OBSTETRICS & GYNAECOLOGY,Operations for Epispadias-crippled epispadias,11385.0,13093.0,
788,OBSTETRICS & GYNAECOLOGY,Partial Amputation of the Penis,10764.0,12379.0,
789,OBSTETRICS & GYNAECOLOGY,Total amputation of the Penis,12000.0,13800.0,
790,OBSTETRICS & GYNAECOLOGY,Orchidectomy-Simple,9775.0,11241.0,
791,OBSTETRICS & GYNAECOLOGY,Orchidectomy -Radical,12075.0,13886.0,
792,OBSTETRICS & GYNAECOLOGY,node dissection.,14000.0,16100.0,
793,OBSTETRICS & GYNAECOLOGY,Epididymectomy,15938.0,18750.0,
794,OBSTETRICS & GYNAECOLOGY,Tumour/For CarcinomaOpenUnilateral/Bilateral for Adreneclectomy,25300.0,29095.0,
795,OBSTETRICS & GYNAECOLOGY,Tumour/For Carcinoma -Lap/Endoscopic,14375.0,16531.0,
796,OBSTETRICS & GYNAECOLOGY,Operations for Hydrocele - Unilateral,5865.0,6745.0,
797,OBSTETRICS & GYNAECOLOGY,Operations for Hydrocele - Bilateral,8556.0,9839.0,
798,OBSTETRICS & GYNAECOLOGY,Operation for Torsion of Testis,11500.0,13225.0,
800,OBSTETRICS & GYNAECOLOGY,Operations for Varicocele Unilateral-Microsurgical,7705.0,8861.0,
801,OBSTETRICS & GYNAECOLOGY,Operations for Varicocele Palomo’s Unilateral - Lap,9200.0,10580.0,
802,OBSTETRICS & GYNAECOLOGY,Operations for Varicocele Bilateral --Microsurgical,12650.0,14548.0,
803,OBSTETRICS & GYNAECOLOGY,Operations for Varicocele Bilateral – Lap/ Palomo,14950.0,17193.0,
804,OBSTETRICS & GYNAECOLOGY,(For CaPenis) Block Dissection of ilio-inguinal Nodes -Both Sides,6325.0,7274.0,
805,OBSTETRICS & GYNAECOLOGY,(For CaPenis),23000.0,26450.0,
806,OBSTETRICS & GYNAECOLOGY,Excision of Filarial Scrotum,11500.0,13225.0,
807,OBSTETRICS & GYNAECOLOGY,Kidney Transplantation (related),200000.0,230000.0,
808,OBSTETRICS & GYNAECOLOGY,Including immunosuppressant therapy,300000.0,345000.0,
809,OBSTETRICS & GYNAECOLOGY,ABO incompatible Transplantation,490000.0,563500.0,
810,OBSTETRICS & GYNAECOLOGY,Swap Transplantation,388000.0,446200.0,
811,OBSTETRICS & GYNAECOLOGY,Kidney Transplant Graft Nephrectomy,59500.0,68425.0,
812,OBSTETRICS & GYNAECOLOGY,Donor Nephrectomy (open),28750.0,33063.0,
813,OBSTETRICS & GYNAECOLOGY,Donor Nephrectomy (Laparoscopic),46000.0,52900.0,
814,OBSTETRICS & GYNAECOLOGY,Cadaver Transplantation,83300.0,95795.0,
815,OBSTETRICS & GYNAECOLOGY,Nephrectomy (Related)/ Unilateral Kidney Transplant with Native Kidney,28000.0,32200.0,
816,OBSTETRICS & GYNAECOLOGY,Nephrectomy (Related)/ Bilateralwith Native Kidney Kidney Transplant,85000.0,97750.0,
817,OBSTETRICS & GYNAECOLOGY,Nephrectomy (Spousal/ Unrelated) Unilateral Kidney Transplant with Native Kidney,85000.0,97750.0,
818,OBSTETRICS & GYNAECOLOGY,Nephrectomy (Spousal/ Unrelated) Bilateral,85000.0,97750.0,
799,OBSTETRICS & GYNAECOLOGY,Post-Transplant Collection drainage for Lymphocele (open) Post-Transplant Collection drainage for,,,
820,OBSTETRICS & GYNAECOLOGY,Lymphocele (percutaneous) Post-Transplant Collection drainage for,819.0,6800.0,
821,OBSTETRICS & GYNAECOLOGY,Lymphocele (Laparoscopic),7650.0,8798.0,
822,OBSTETRICS & GYNAECOLOGY,Arteriovenous Fistula for Haemodialysis,2300.0,2645.0,
823,OBSTETRICS & GYNAECOLOGY,Arteriovenous Shunt for Haemodialysis,3500.0,4025.0,
824,OBSTETRICS & GYNAECOLOGY,Jugular Catheterization for Haemodialysis,1500.0,1725.0,
825,OBSTETRICS & GYNAECOLOGY,Subclavian Catheterization for Haemodialysis,2250.0,2588.0,
826,OBSTETRICS & GYNAECOLOGY,for Haemodialysis Bilateral (single Lumen) Femoral Catheterization,1000.0,1150.0,
827,OBSTETRICS & GYNAECOLOGY,for Haemodialysis Double Lumen Femoral Catheterization for,828.0,828.0,
829,OBSTETRICS & GYNAECOLOGY,Permcath Insertion,2800.0,3220.0,
830,OBSTETRICS & GYNAECOLOGY,Arterio venous Prosthetic Graft,1850.0,2128.0,
831,OBSTETRICS & GYNAECOLOGY,Single lumen Jugular Catheterization,1500.0,1725.0,
832,OBSTETRICS & GYNAECOLOGY,Single lumen Subclavian Catheterization,1700.0,1955.0,
833,OBSTETRICS & GYNAECOLOGY,Plasma Exchange/ Plasmapheresis,1500.0,1725.0,
837,OBSTETRICS & GYNAECOLOGY,Continuous Veno venous/Arteriovenous Haemofilteration /Hemofilteration,2250.0,2588.0,
838,OBSTETRICS & GYNAECOLOGY,Haemodialysis / Hemodialysis for Sero negative cases,1400.0,1610.0,
839,OBSTETRICS & GYNAECOLOGY,Haemodialysis / Hemodialysis for Sero Positive cases,1650.0,1898.0,
840,OBSTETRICS & GYNAECOLOGY,Acute Peritoneal Dialysis,1450.0,1668.0,
841,OBSTETRICS & GYNAECOLOGY,Fistulogram for Arteriovenous Fistula,2500.0,2875.0,
842,OBSTETRICS & GYNAECOLOGY,Ultrasound guided kidney Biopsy,850.0,978.0,
835,OBSTETRICS & GYNAECOLOGY,(CAPD) catheter insertion- Schlendinger/ Seldinger method Sustained low efficiency haemodialysis /,836.0,836.0,
843,OBSTETRICS & GYNAECOLOGY,Fistula stenosis dilation,3000.0,3450.0,
844,OBSTETRICS & GYNAECOLOGY,Slow continuous Ultrafilteration,2500.0,2875.0,
845,OBSTETRICS & GYNAECOLOGY,Percutaneous Nephrolithotomy (PCNL) - Unilateral,20000.0,23000.0,
846,OBSTETRICS & GYNAECOLOGY,Percutaneous Nephrolithotomy (PCNL) - Bilateral,25000.0,28750.0,
847,OBSTETRICS & GYNAECOLOGY,Endoscopic Bulking agent Inject,4500.0,5175.0,
848,OBSTETRICS & GYNAECOLOGY,Testicular Biopsy,1955.0,2248.0,
849,OBSTETRICS & GYNAECOLOGY,Radical Nephrectomy -Open,17250.0,19838.0,
850,OBSTETRICS & GYNAECOLOGY,Radical Nephrectomy -Lap/Endoscopic,20700.0,23805.0,
851,OBSTETRICS & GYNAECOLOGY,Radical Nephrectomy plus IV thrombus,23000.0,26450.0,
853,OBSTETRICS & GYNAECOLOGY,Vesicovaginal Fistula (VVF) Repair (Open),16000.0,18400.0,
854,OBSTETRICS & GYNAECOLOGY,Vesicovaginal Fistula (VVF) Repair (Laparoscopic),22000.0,25300.0,
855,OBSTETRICS & GYNAECOLOGY,Radical Cystectomy -Ileal conduit,17000.0,19550.0,
856,OBSTETRICS & GYNAECOLOGY,Radical Cystectomy - continent diversion.,15000.0,17250.0,
857,OBSTETRICS & GYNAECOLOGY,Radical Cystectomy – Neo bladder,18500.0,21275.0,
858,OBSTETRICS & GYNAECOLOGY,Nephrectomy Simple -Open,10074.0,11585.0,
859,OBSTETRICS & GYNAECOLOGY,Nephrectomy Simple-lap/Endoscopic,12593.0,14482.0,
860,OBSTETRICS & GYNAECOLOGY,Nephrostomy -Open,10000.0,11500.0,
861,OBSTETRICS & GYNAECOLOGY,Nephrostomy -Lap/Endoscopic,10704.0,12310.0,
852,OBSTETRICS & GYNAECOLOGY,Radical Nephrectomy plus IV thrombus plus cardiac bypass.,862.0,862.0,
863,OBSTETRICS & GYNAECOLOGY,Ureteric Reimplant for Megaureter/Vesicoureteric reflux/ ureterocele (Laparoscopic),10494.0,12068.0,
864,OBSTETRICS & GYNAECOLOGY,Partial Cystectomy Transurethral Resection of Prostate (TURP) &,,,
865,OBSTETRICS & GYNAECOLOGY,Transurethral Resection of Bladder Tumour (TURBT) Transurethral Resection of Prostate (TURP) with,866.0,866.0,
867,OBSTETRICS & GYNAECOLOGY,Closure of Urethral Fistula,,,
868,OBSTETRICS & GYNAECOLOGY,Orchidopexy - Unilateral -Open,9867.0,11347.0,
869,OBSTETRICS & GYNAECOLOGY,Orchidopexy - Unilateral- Lap/Endoscopic,12334.0,14184.0,
870,OBSTETRICS & GYNAECOLOGY,Orchidopexy - Bilateral -Open,12282.0,14124.0,
871,OBSTETRICS & GYNAECOLOGY,Orchidopexy - Bilateral -Lap/Endoscopic,14500.0,16675.0,
872,OBSTETRICS & GYNAECOLOGY,Cystolithotomy -Suprapubic,9775.0,11241.0,
873,OBSTETRICS & GYNAECOLOGY,Endoscopic Removal of Stone in Bladder,3450.0,3968.0,
875,OBSTETRICS & GYNAECOLOGY,Ureteroscopic Surgery,10350.0,11903.0,
876,OBSTETRICS & GYNAECOLOGY,Urethroplasty 1st Stage,10925.0,12564.0,
877,OBSTETRICS & GYNAECOLOGY,Scrotal Exploration,8556.0,9839.0,
878,OBSTETRICS & GYNAECOLOGY,Perineal Urethrostomy,4715.0,5422.0,
879,OBSTETRICS & GYNAECOLOGY,Dilatation of Stricture Urethra under G.A.,2000.0,2300.0,
880,OBSTETRICS & GYNAECOLOGY,Dilatation of Stricture Urethra under LA,1725.0,1984.0,
882,OBSTETRICS & GYNAECOLOGY,Laparoscopic partial Nephrectomy,10000.0,11500.0,
883,OBSTETRICS & GYNAECOLOGY,Laparoscopic pyelolithotomy,12650.0,14548.0,
884,OBSTETRICS & GYNAECOLOGY,Laparoscopic Pyeloplasty,9775.0,11241.0,
885,OBSTETRICS & GYNAECOLOGY,Laparoscopic surgery for Renal cyst,9775.0,11241.0,
886,OBSTETRICS & GYNAECOLOGY,Laparoscopic ureterolithotomy,11500.0,13225.0,
887,OBSTETRICS & GYNAECOLOGY,Laparoscopic Nephroureterectomy,13225.0,15209.0,
888,OBSTETRICS & GYNAECOLOGY,Extracorporeal Shock Wave Lithotripsy (ESWL),19550.0,22483.0,
889,OBSTETRICS & GYNAECOLOGY,Uroflow Study (Uroflometry),450.0,518.0,
890,OBSTETRICS & GYNAECOLOGY,Urodynamic Study (Cystometry),480.0,552.0,
893,OBSTETRICS & GYNAECOLOGY,Cystoscopy with Bladder Biopsy (Cold Cup Biopsy),3381.0,3888.0,
894,OBSTETRICS & GYNAECOLOGY,urethrogram (Nephrostogram),414.0,476.0,
895,OBSTETRICS & GYNAECOLOGY,Radical prostatectomy-Open,17825.0,20499.0,
896,OBSTETRICS & GYNAECOLOGY,Radical prostatectomy-Laparoscopic,20125.0,23144.0,
898,OBSTETRICS & GYNAECOLOGY,Holmium YAG Prostate Surgery,17250.0,19838.0,
899,OBSTETRICS & GYNAECOLOGY,Holmium YAG Optical Internal Urethrotomy (OIU),4600.0,5290.0,
900,OBSTETRICS & GYNAECOLOGY,Holmium YAG Core through internal Urethrotomy,17250.0,19838.0,
901,OBSTETRICS & GYNAECOLOGY,Holmium YAG Stone Lithotripsy,10200.0,11730.0,
902,OBSTETRICS & GYNAECOLOGY,Green Light laser for prostate,17250.0,19838.0,
905,OBSTETRICS & GYNAECOLOGY,active bladder/ Neurogenic bladder),6800.0,7820.0,
906,OBSTETRICS & GYNAECOLOGY,Peyronie’s disease – Plaque excision with grafting,3400.0,3910.0,
907,OBSTETRICS & GYNAECOLOGY,for Carcinoma prostrate and renal cell carcinoma,4600.0,5290.0,
908,OBSTETRICS & GYNAECOLOGY,Prosthetic surgery for urinary incontinence,2300.0,2645.0,
904,OBSTETRICS & GYNAECOLOGY,Vasovasostomy (reversal of vasectomy for Infertility treatment) (Select CGHS rate( code Cystoscopic Botulinum Toxin Injection Over 799,903.0,909.0,
911,OBSTETRICS & GYNAECOLOGY,Other Major Surgery-Nephrology and Urology,15000.0,17250.0,
912,OBSTETRICS & GYNAECOLOGY,Other Minor Surgery-Nephrology and Urology,6800.0,7820.0,
913,OBSTETRICS & GYNAECOLOGY,Craniotomy and Evacuation of Haematoma Subdural,50715.0,58322.0,
914,OBSTETRICS & GYNAECOLOGY,Craniotomy and Evacuation of Haematoma Extradural,50000.0,57500.0,
915,OBSTETRICS & GYNAECOLOGY,Evacuation /Excision of Brain Abscess by craniotomy,40000.0,46000.0,
916,OBSTETRICS & GYNAECOLOGY,Excision of Lobe (Frontal Temporal Cerebellum etc.),41000.0,47150.0,
917,OBSTETRICS & GYNAECOLOGY,Excision of Brain Tumours -Supratentorial,39123.0,44991.0,
918,OBSTETRICS & GYNAECOLOGY,Excision of Brain Tumours -Infratentorial,45000.0,51750.0,
919,OBSTETRICS & GYNAECOLOGY,Surgery of spinal Cord Tumours,45000.0,51750.0,
922,OBSTETRICS & GYNAECOLOGY,Subdural Tapping,2456.0,2824.0,
923,OBSTETRICS & GYNAECOLOGY,Ventricular Tapping,2967.0,3412.0,
924,OBSTETRICS & GYNAECOLOGY,Abscess Tapping,2875.0,3306.0,
925,OBSTETRICS & GYNAECOLOGY,Placement of Intracranial pressure (ICP) Monitor,2875.0,3306.0,
926,OBSTETRICS & GYNAECOLOGY,Skull Traction Application,2300.0,2645.0,
927,OBSTETRICS & GYNAECOLOGY,Lumbar Pressure Monitoring,4250.0,4888.0,
928,OBSTETRICS & GYNAECOLOGY,Vascular Malformations,22000.0,25300.0,
929,OBSTETRICS & GYNAECOLOGY,Meningo Encephalocoele excision and repair,15000.0,17250.0,
930,OBSTETRICS & GYNAECOLOGY,Meningomyelocoele Repair,24995.0,28744.0,
931,OBSTETRICS & GYNAECOLOGY,CSF Rhinorrhoea Repair,28750.0,33063.0,
932,OBSTETRICS & GYNAECOLOGY,Cranioplasty,24150.0,27773.0,
933,OBSTETRICS & GYNAECOLOGY,Anterior Cervical Discectomy,16600.0,19090.0,
934,OBSTETRICS & GYNAECOLOGY,Brachial Plexus Exploration and neurotization,15525.0,17854.0,
935,OBSTETRICS & GYNAECOLOGY,Median Nerve Decompression,14000.0,16100.0,
936,OBSTETRICS & GYNAECOLOGY,Peripheral Nerve Surgery – Major,17250.0,19838.0,
937,OBSTETRICS & GYNAECOLOGY,Peripheral Nerve Surgery Minor,8280.0,9522.0,
938,OBSTETRICS & GYNAECOLOGY,Ventriculoatrial /Ventriculoperitoneal Shunt,11615.0,13357.0,
939,OBSTETRICS & GYNAECOLOGY,Nerve Biopsy,6900.0,7935.0,
920,OBSTETRICS & GYNAECOLOGY,Ventriculoatrial /Ventriculoperitoneal Shunt (Select CGHS rate code 938 for approved rates),,,
921,OBSTETRICS & GYNAECOLOGY,Twist Drill Craniostomy,,,
940,OBSTETRICS & GYNAECOLOGY,Brain Biopsy,5808.0,6679.0,
941,OBSTETRICS & GYNAECOLOGY,Anterior Cervical Spine Surgery with fusion,32200.0,37030.0,
942,OBSTETRICS & GYNAECOLOGY,Anterio Lateral Decompression of spine,28750.0,33063.0,
943,OBSTETRICS & GYNAECOLOGY,Brain Mapping,837.0,963.0,
944,OBSTETRICS & GYNAECOLOGY,Cervical or Dorsal or Lumbar Laminectomy,23000.0,26450.0,
946,OBSTETRICS & GYNAECOLOGY,Craniovertebral Junction (CVJ) Fusion procedures,30000.0,34500.0,
947,OBSTETRICS & GYNAECOLOGY,Depressed Fracture Elevation,25000.0,28750.0,
948,OBSTETRICS & GYNAECOLOGY,Lumbar Discectomy,27600.0,31740.0,
949,OBSTETRICS & GYNAECOLOGY,Endarterectomy (Carotid),20000.0,23000.0,
951,OBSTETRICS & GYNAECOLOGY,Spasticity Surgery -,39675.0,45626.0,
952,OBSTETRICS & GYNAECOLOGY,Spinal Fusion Procedure,30000.0,34500.0,
953,OBSTETRICS & GYNAECOLOGY,Spinal Intra Medullary Tumours,34500.0,39675.0,
954,OBSTETRICS & GYNAECOLOGY,Spinal Bifida Surgery Major,18975.0,21821.0,
955,OBSTETRICS & GYNAECOLOGY,Spinal Bifida Surgery Minor,15000.0,17250.0,
956,OBSTETRICS & GYNAECOLOGY,Stereotaxic Procedures- biopsy/aspiration of cyst,23000.0,26450.0,
957,OBSTETRICS & GYNAECOLOGY,Trans Sphenoidal Surgery,30000.0,34500.0,
958,OBSTETRICS & GYNAECOLOGY,Trans Oral Surgery,30000.0,34500.0,
959,OBSTETRICS & GYNAECOLOGY,Implantation of Deep Brain Stimulation (DBS) -One electrode,34500.0,39675.0,
960,OBSTETRICS & GYNAECOLOGY,Implantation of Deep Brain Stimulation (DBS) -two electrodes,40250.0,46288.0,
961,OBSTETRICS & GYNAECOLOGY,Endoscopic aqueductoplasty,15000.0,17250.0,
962,OBSTETRICS & GYNAECOLOGY,Facial nerve reconstruction,30000.0,34500.0,
963,OBSTETRICS & GYNAECOLOGY,Carotid stenting,42263.0,48602.0,
964,OBSTETRICS & GYNAECOLOGY,Cervical disc arthroplasty,27600.0,31740.0,
965,OBSTETRICS & GYNAECOLOGY,Lumbar disc arthroplasty,13800.0,15870.0,
966,OBSTETRICS & GYNAECOLOGY,Corpus callostomy for Epilepsy,35000.0,40250.0,
967,OBSTETRICS & GYNAECOLOGY,Hemispherotomy for Epilepsy,32200.0,37030.0,
968,OBSTETRICS & GYNAECOLOGY,Endoscopic CSF rhinorrhoea repair,30000.0,34500.0,
970,OBSTETRICS & GYNAECOLOGY,Epilepsy surgery other than at S No. 966 and 967,36225.0,41659.0,
972,OBSTETRICS & GYNAECOLOGY,Cervical laminoplasty,32000.0,36800.0,
973,OBSTETRICS & GYNAECOLOGY,Lateral mass C1-C2 screw fixation,23000.0,26450.0,
974,OBSTETRICS & GYNAECOLOGY,Microsurgical decompression for Trigeminal nerve,38000.0,43700.0,
975,OBSTETRICS & GYNAECOLOGY,Microsurgical decompression for hemifacial spasm,4646.0,5343.0,
977,OBSTETRICS & GYNAECOLOGY,Image guided craniotomy,28980.0,33327.0,
978,OBSTETRICS & GYNAECOLOGY,Baclofen pump implantation,39000.0,44850.0,
979,OBSTETRICS & GYNAECOLOGY,Programmable Ventriculo-Peritoneal (VP) shunt,25000.0,28750.0,
980,OBSTETRICS & GYNAECOLOGY,Endoscopic sympathectomy,17107.0,19673.0,
981,OBSTETRICS & GYNAECOLOGY,Lumbar puncture,207.0,238.0,
982,OBSTETRICS & GYNAECOLOGY,External ventricular drainage (EVD),4600.0,5290.0,
983,OBSTETRICS & GYNAECOLOGY,Endoscopic 3rd ventriculostomy,40000.0,46000.0,
984,OBSTETRICS & GYNAECOLOGY,Endoscopic cranial surgery/Biopsy/aspiration,31536.0,36266.0,
985,OBSTETRICS & GYNAECOLOGY,"Endoscopic discectomy (Lumbar, Cervical)",35621.0,40964.0,
986,OBSTETRICS & GYNAECOLOGY,Aneurysm coiling (Endovascular),34400.0,39560.0,
987,OBSTETRICS & GYNAECOLOGY,Surgery for skull fractures,40000.0,46000.0,
988,OBSTETRICS & GYNAECOLOGY,Carpel Tunnel decompression,15000.0,17250.0,
989,OBSTETRICS & GYNAECOLOGY,Clipping of intracranial aneurysm,24150.0,27773.0,
990,OBSTETRICS & GYNAECOLOGY,Surgery for intracranial Arteriovenous malformations(AVM),40000.0,46000.0,
993,OBSTETRICS & GYNAECOLOGY,Surgery for recurrent disc prolapse/epidural fibrosis,32200.0,37030.0,
994,OBSTETRICS & GYNAECOLOGY,Surgery for brain stem tumours,43988.0,50586.0,
992,OBSTETRICS & GYNAECOLOGY,back syndrome,991.0,995.0,
996,OBSTETRICS & GYNAECOLOGY,Intra-arterial thrombolysis with Tissue Plasminogen Activator (TPA) (for ischemic stroke ),4600.0,5290.0,
997,OBSTETRICS & GYNAECOLOGY,Stereotactic aspiration of intracerebral haematoma,32545.0,37427.0,
998,OBSTETRICS & GYNAECOLOGY,Endoscopic aspiration of intracerebellar haematoma,40000.0,46000.0,
999,OBSTETRICS & GYNAECOLOGY,Stereotactic Radiosurgery for brain pathology(X knife/Gamma ) - ONE session,27560.0,31694.0,
1000,OBSTETRICS & GYNAECOLOGY,Stereotactic Radiosurgery for brain pathology(X knife /Gamma knife -Two or more sessions,57500.0,66125.0,
1001,OBSTETRICS & GYNAECOLOGY,Chemotheraphy wafers for malignant brain tumors,14450.0,16618.0,
1003,OBSTETRICS & GYNAECOLOGY,Baclofen pump implantation for spasticity,17330.0,19930.0,
1004,OBSTETRICS & GYNAECOLOGY,Peripheral Nerve tumor surgery,24000.0,27600.0,
1005,OBSTETRICS & GYNAECOLOGY,Surgery Intra Cranial Meningioma,20000.0,23000.0,
1006,OBSTETRICS & GYNAECOLOGY,Surgery for Intracranial Schwannoma,35000.0,40250.0,
1007,OBSTETRICS & GYNAECOLOGY,Surgery for Gliomas,45000.0,51750.0,
1008,OBSTETRICS & GYNAECOLOGY,Surgery for Orbital tumors,40000.0,46000.0,
1011,OBSTETRICS & GYNAECOLOGY,Kyphoplasty,40000.0,46000.0,
1012,OBSTETRICS & GYNAECOLOGY,Balloon Kyphoplasty,40000.0,46000.0,
1009,OBSTETRICS & GYNAECOLOGY,Surgery for Cranial (Skull) tumors,1010.0,1013.0,
1014,OBSTETRICS & GYNAECOLOGY,Other Major Surgery-Neuro-surgery,42500.0,48875.0,
1015,OBSTETRICS & GYNAECOLOGY,Other Minor Surgery-Neuro-surgery,17000.0,19550.0,
1016,OBSTETRICS & GYNAECOLOGY,Excision of thyroglossal Duct/Cyst,16000.0,18400.0,
1017,OBSTETRICS & GYNAECOLOGY,Abdominal Approach),17250.0,19838.0,
1018,OBSTETRICS & GYNAECOLOGY,Tracheo Oesophageal Fistula (Correction Surgery),23000.0,26450.0,
1019,OBSTETRICS & GYNAECOLOGY,Colon Replacement of Oesophagus,23000.0,26450.0,
1020,OBSTETRICS & GYNAECOLOGY,Omphalo Mesenteric Cyst Excision,17250.0,19838.0,
1021,OBSTETRICS & GYNAECOLOGY,Omphalo Mesenteric Duct- Excision,15525.0,17854.0,
1022,OBSTETRICS & GYNAECOLOGY,Meckels Diverticulectomy,3347.0,3849.0,
1023,OBSTETRICS & GYNAECOLOGY,Omphalocele 1st Stage (Hernia Repair),15525.0,17854.0,
1024,OBSTETRICS & GYNAECOLOGY,Omphalocele 2nd Stge (Hernia Repair),17250.0,19838.0,
1025,OBSTETRICS & GYNAECOLOGY,Gastroschisis Repair,16100.0,18515.0,
1026,OBSTETRICS & GYNAECOLOGY,Inguinal Herniotomy,12558.0,14442.0,
1027,OBSTETRICS & GYNAECOLOGY,Congenital Hydrocele,12000.0,13800.0,
1028,OBSTETRICS & GYNAECOLOGY,Hydrocele of Cord,12000.0,13800.0,
1029,OBSTETRICS & GYNAECOLOGY,Torsion Testis Operation,15000.0,17250.0,
